time,power,energy
0,0.15,0
5,266.5,0.1851736111111111
10,266.5,0.5553125
15,266.5,0.9254513888888889
20,266.5,1.295590277777778
25,266.5,1.665729166666667
30,266.5,2.035868055555556
35,266.5,2.406006944444445
40,266.5,2.776145833333334
45,266.5,3.146284722222223
50,266.5,3.516423611111112
55,266.5,3.886562500000001
60,266.5,4.25670138888889
65,266.5,4.626840277777778
70,266.5,4.996979166666667
75,266.5,5.367118055555555
80,266.5,5.737256944444444
85,266.5,6.1073958333333325
90,266.5,6.477534722222221
95,266.5,6.84767361111111
100,266.5,7.217812499999998
105,266.5,7.587951388888887
110,266.5,7.958090277777775
115,266.5,8.328229166666665
120,266.5,8.698368055555553
125,266.5,9.068506944444442
130,266.5,9.43864583333333
135,266.5,9.808784722222219
140,266.5,10.178923611111108
145,266.5,10.549062499999996
150,266.5,10.919201388888885
155,266.5,11.289340277777773
160,266.5,11.659479166666662
165,266.5,12.02961805555555
170,266.5,12.399756944444439
175,266.5,12.769895833333328
180,266.5,13.140034722222216
185,266.5,13.510173611111105
190,266.5,13.880312499999993
195,266.5,14.250451388888882
200,266.5,14.62059027777777
205,266.5,14.990729166666659
210,266.5,15.360868055555548
215,266.5,15.731006944444436
220,266.5,16.101145833333327
225,266.5,16.471284722222215
230,266.5,16.841423611111104
235,266.5,17.211562499999992
240,266.5,17.58170138888888
245,266.5,17.95184027777777
250,266.5,18.321979166666658
255,266.5,18.692118055555547
260,266.5,19.062256944444435
265,266.5,19.432395833333324
270,266.5,19.802534722222212
275,266.5,20.1726736111111
280,266.5,20.54281249999999
285,266.5,20.912951388888878
290,266.5,21.283090277777767
295,266.5,21.653229166666655
300,266.5,22.023368055555544
305,266.5,22.393506944444432
310,266.5,22.76364583333332
315,266.5,23.13378472222221
320,266.5,23.503923611111098
325,266.5,23.874062499999987
330,266.5,24.244201388888875
335,266.5,24.614340277777764
340,266.5,24.984479166666652
345,266.5,25.35461805555554
350,266.5,25.72475694444443
355,266.5,26.094895833333318
360,266.5,26.465034722222207
365,266.5,26.835173611111095
370,266.5,27.205312499999984
375,266.5,27.575451388888872
380,266.5,27.94559027777776
385,266.5,28.31572916666665
390,266.5,28.685868055555538
395,266.5,29.056006944444427
400,266.5,29.426145833333315
405,266.5,29.796284722222204
410,266.5,30.166423611111092
415,266.5,30.53656249999998
420,266.5,30.90670138888887
425,266.5,31.276840277777758
430,266.5,31.646979166666647
435,266.5,32.017118055555535
440,266.5,32.387256944444424
445,266.5,32.75739583333331
450,266.5,33.1275347222222
455,266.5,33.49767361111109
460,266.5,33.86781249999998
465,266.5,34.23795138888887
470,266.5,34.608090277777755
475,266.5,34.978229166666644
480,266.5,35.34836805555553
485,266.5,35.71850694444442
490,266.5,36.08864583333331
495,266.5,36.4587847222222
